,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
32613,train_32613,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11259,train_11259,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25843,train_25843,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33590,train_33590,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26084,train_26084,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,train_50,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38606,train_38606,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14107,train_14107,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21788,train_21788,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33597,train_33597,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29014,train_29014,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40041,train_40041,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30792,train_30792,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40033,train_40033,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29151,train_29151,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40461,train_40461,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27202,train_27202,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20162,train_20162,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,train_26,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32961,train_32961,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18939,train_18939,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19500,train_19500,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36938,train_36938,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38804,train_38804,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14240,train_14240,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25732,train_25732,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10666,train_10666,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10687,train_10687,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25269,train_25269,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,train_284,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8582,train_8582,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11211,train_11211,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32993,train_32993,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35390,train_35390,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26989,train_26989,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25341,train_25341,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17900,train_17900,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8576,train_8576,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26541,train_26541,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8731,train_8731,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22369,train_22369,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28575,train_28575,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1722,train_1722,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33880,train_33880,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12089,train_12089,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29917,train_29917,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21385,train_21385,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27379,train_27379,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14339,train_14339,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17200,train_17200,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34234,train_34234,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25041,train_25041,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40475,train_40475,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19451,train_19451,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11512,train_11512,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22860,train_22860,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15012,train_15012,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34585,train_34585,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4065,train_4065,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19792,train_19792,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24164,train_24164,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29813,train_29813,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2562,train_2562,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35153,train_35153,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1126,train_1126,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30389,train_30389,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9300,train_9300,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10246,train_10246,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4256,train_4256,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30724,train_30724,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17009,train_17009,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14895,train_14895,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
743,train_743,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33560,train_33560,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2118,train_2118,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15647,train_15647,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16199,train_16199,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6508,train_6508,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30534,train_30534,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16892,train_16892,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15751,train_15751,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31228,train_31228,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3857,train_3857,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16935,train_16935,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6746,train_6746,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12611,train_12611,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23646,train_23646,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23843,train_23843,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11569,train_11569,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13407,train_13407,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32467,train_32467,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19411,train_19411,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2660,train_2660,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13300,train_13300,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16094,train_16094,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8856,train_8856,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21186,train_21186,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33973,train_33973,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34636,train_34636,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12038,train_12038,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34965,train_34965,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35516,train_35516,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19027,train_19027,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16735,train_16735,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19285,train_19285,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15137,train_15137,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13560,train_13560,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11981,train_11981,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15268,train_15268,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29808,train_29808,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32327,train_32327,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32092,train_32092,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12604,train_12604,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38818,train_38818,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7323,train_7323,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25127,train_25127,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16035,train_16035,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20669,train_20669,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30762,train_30762,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1933,train_1933,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29861,train_29861,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37494,train_37494,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24560,train_24560,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38467,train_38467,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18170,train_18170,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13009,train_13009,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30408,train_30408,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29681,train_29681,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11597,train_11597,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4809,train_4809,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22590,train_22590,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18462,train_18462,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20177,train_20177,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6954,train_6954,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31954,train_31954,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28522,train_28522,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27397,train_27397,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33279,train_33279,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33223,train_33223,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10326,train_10326,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32726,train_32726,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21804,train_21804,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8013,train_8013,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5780,train_5780,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30262,train_30262,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,train_1968,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30558,train_30558,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34770,train_34770,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16604,train_16604,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38925,train_38925,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17222,train_17222,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21278,train_21278,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21806,train_21806,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3125,train_3125,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20250,train_20250,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23490,train_23490,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35179,train_35179,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101,train_101,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16157,train_16157,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25862,train_25862,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22681,train_22681,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32488,train_32488,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13729,train_13729,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30089,train_30089,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11588,train_11588,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6803,train_6803,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25729,train_25729,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22708,train_22708,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39594,train_39594,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36877,train_36877,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5120,train_5120,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28809,train_28809,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32055,train_32055,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3118,train_3118,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21746,train_21746,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33461,train_33461,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12484,train_12484,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15175,train_15175,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30672,train_30672,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32946,train_32946,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4066,train_4066,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31059,train_31059,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8691,train_8691,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35853,train_35853,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17503,train_17503,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9388,train_9388,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11778,train_11778,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15616,train_15616,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35777,train_35777,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2753,train_2753,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34158,train_34158,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11070,train_11070,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12530,train_12530,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2821,train_2821,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39387,train_39387,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
556,train_556,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33733,train_33733,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33010,train_33010,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12130,train_12130,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8676,train_8676,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5048,train_5048,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29697,train_29697,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15123,train_15123,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18295,train_18295,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3700,train_3700,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20015,train_20015,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25254,train_25254,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12890,train_12890,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18808,train_18808,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11440,train_11440,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5441,train_5441,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24183,train_24183,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16070,train_16070,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19741,train_19741,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15363,train_15363,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12550,train_12550,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1503,train_1503,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5436,train_5436,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9275,train_9275,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4313,train_4313,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33559,train_33559,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4112,train_4112,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27346,train_27346,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34816,train_34816,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3306,train_3306,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39988,train_39988,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19885,train_19885,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30535,train_30535,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1792,train_1792,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34115,train_34115,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27739,train_27739,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23344,train_23344,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21169,train_21169,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13328,train_13328,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3310,train_3310,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15715,train_15715,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11406,train_11406,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25476,train_25476,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16225,train_16225,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16904,train_16904,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10334,train_10334,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27792,train_27792,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2761,train_2761,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34422,train_34422,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7821,train_7821,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38649,train_38649,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10584,train_10584,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18482,train_18482,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10761,train_10761,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14390,train_14390,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1539,train_1539,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13686,train_13686,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2351,train_2351,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32632,train_32632,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7628,train_7628,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9554,train_9554,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23295,train_23295,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15387,train_15387,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22040,train_22040,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23505,train_23505,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13897,train_13897,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34301,train_34301,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20196,train_20196,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21650,train_21650,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2421,train_2421,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39524,train_39524,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32271,train_32271,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26448,train_26448,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28867,train_28867,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31317,train_31317,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18797,train_18797,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29283,train_29283,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6322,train_6322,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33557,train_33557,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3448,train_3448,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13779,train_13779,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1288,train_1288,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25119,train_25119,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35669,train_35669,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11199,train_11199,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28886,train_28886,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26507,train_26507,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15700,train_15700,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39514,train_39514,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36109,train_36109,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25153,train_25153,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21010,train_21010,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15975,train_15975,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2065,train_2065,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3046,train_3046,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10360,train_10360,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22498,train_22498,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2127,train_2127,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
